Order ID,Date,Customer ID,Product,Category,Region,Quantity,Unit Price,Discount,Tax,Revenue,COGS,Expenses
ORD00003157,2025-03-26,CUST02515,Widget A,Industrial,East,18,453.07,385.14,932.41,8702.53,6717.78,479.23
ORD00003158,2024-03-16,CUST00584,Widget C,Home,North,5,130.06,58.62,71.0,662.68,502.03,23.1
ORD00003159,2025-07-19,CUST03239,Gadget X,Electronics,West,16,156.13,226.08,408.96,2680.96,2140.31,96.88
ORD00003160,2024-06-02,CUST00537,Widget B,Home,South,9,138.36,22.87,61.12,1283.49,708.91,93.1
ORD00003161,2024-10-01,CUST01341,Gadget Y,Home,South,13,189.11,213.16,269.43,2514.7,1421.28,63.5
ORD00003162,2024-01-11,CUST03269,Widget C,Industrial,West,9,238.86,121.19,365.14,2393.69,1714.47,123.52
ORD00003163,2024-05-14,CUST00385,Widget A,Office,West,7,170.66,88.16,199.16,1305.62,898.53,55.54
ORD00003164,2025-03-20,CUST03326,Gadget Y,Industrial,East,11,97.3,84.65,49.28,1034.93,647.32,58.74
ORD00003165,2023-01-14,CUST01603,Widget A,Industrial,North,11,173.15,76.61,219.36,2047.4,1160.38,61.18
ORD00003166,2023-03-26,CUST01041,Gadget Y,Electronics,North,15,210.48,134.07,0.0,3023.13,1706.12,166.54
ORD00003167,2025-04-17,CUST03325,Gadget Y,Industrial,East,2,247.31,37.33,54.87,512.16,380.18,32.94
ORD00003168,2025-08-23,CUST03401,Gadget Y,Industrial,North,2,329.42,54.23,30.23,634.84,421.84,27.82
ORD00003169,2024-12-11,CUST03446,Widget B,Industrial,South,8,370.78,130.27,0.0,2835.97,1958.35,94.82
ORD00003170,2025-10-05,CUST02283,Widget C,Industrial,West,4,413.83,40.85,290.6,1905.07,1187.08,108.63
ORD00003171,2025-03-05,CUST00792,Gadget X,Electronics,South,14,129.23,121.12,303.86,1991.96,1202.18,154.06
ORD00003172,2023-11-17,CUST02848,Gadget Y,Electronics,West,13,309.55,313.66,667.89,4378.38,3140.12,350.13
ORD00003173,2024-10-02,CUST02813,Widget B,Home,East,3,96.03,22.04,0.0,266.05,153.63,7.26
ORD00003174,2025-04-04,CUST03521,Widget C,Home,North,3,311.9,36.54,0.0,899.16,708.76,18.74
ORD00003175,2023-02-16,CUST02948,Widget B,Industrial,North,17,459.93,142.56,921.15,8597.4,5418.34,473.72
ORD00003176,2024-06-05,CUST01234,Gadget X,Home,South,13,436.23,283.76,269.36,5656.59,4318.1,213.55
ORD00003177,2024-08-01,CUST01790,Gadget X,Electronics,North,17,306.01,147.17,606.6,5661.6,3856.63,380.3
ORD00003178,2024-03-07,CUST02649,Widget C,Home,North,13,141.92,58.15,214.42,2001.23,1524.75,141.97
ORD00003179,2023-01-09,CUST03108,Gadget Y,Office,South,8,73.77,40.42,65.97,615.71,463.69,24.93
ORD00003180,2023-07-12,CUST01234,Widget B,Industrial,North,7,225.73,51.05,76.45,1605.51,1223.91,125.27
ORD00003181,2025-07-23,CUST01040,Gadget X,Home,West,16,202.33,259.99,0.0,2977.29,1849.64,116.02
ORD00003182,2025-12-12,CUST03611,Widget C,Industrial,North,19,339.0,253.13,309.39,6497.26,3840.55,184.33
ORD00003183,2024-11-29,CUST03968,Widget A,Home,West,9,57.64,8.83,91.79,601.72,436.11,25.1
ORD00003184,2025-03-29,CUST01199,Widget B,Electronics,South,10,27.81,12.58,13.28,278.8,174.58,18.79
ORD00003185,2025-05-06,CUST00262,Gadget Y,Industrial,East,8,364.18,102.05,140.57,2951.96,1854.75,219.98
ORD00003186,2025-07-13,CUST02501,Widget C,Electronics,North,19,302.88,184.26,0.0,5570.46,3396.18,379.58
ORD00003187,2025-03-08,CUST00064,Gadget X,Office,West,3,180.26,10.79,26.5,556.49,413.39,40.51
ORD00003188,2024-08-15,CUST00764,Gadget X,Electronics,East,4,373.52,35.81,72.91,1531.18,1160.82,60.92
ORD00003189,2025-05-09,CUST02106,Widget C,Electronics,East,16,224.49,270.86,398.52,3719.5,2066.65,266.03
ORD00003190,2024-08-07,CUST01479,Widget B,Industrial,South,18,396.9,546.21,791.76,7389.75,5786.53,517.35
ORD00003191,2023-03-07,CUST00196,Gadget X,Electronics,East,6,419.59,106.48,0.0,2411.06,1764.39,149.73
ORD00003192,2025-07-22,CUST01406,Gadget X,Electronics,South,11,374.54,119.14,480.1,4480.9,2707.73,329.83
ORD00003193,2025-06-13,CUST02697,Widget B,Electronics,West,6,466.9,174.84,0.0,2626.56,1899.67,103.36
ORD00003194,2024-04-10,CUST03001,Widget A,Home,West,19,40.64,50.97,86.54,807.73,559.39,37.73
ORD00003195,2023-06-11,CUST03009,Widget B,Electronics,South,2,67.77,7.46,0.0,128.08,99.83,4.44
ORD00003196,2025-12-11,CUST01147,Widget A,Home,South,12,396.71,359.02,220.08,4621.58,3341.41,247.25
ORD00003197,2025-09-26,CUST02652,Gadget X,Office,West,12,365.94,184.76,0.0,4206.52,2764.78,97.9
ORD00003198,2025-01-23,CUST01310,Widget B,Electronics,North,18,215.94,252.39,436.14,4070.67,2398.97,88.39
ORD00003199,2024-08-29,CUST02604,Widget B,Electronics,East,11,268.69,151.53,336.49,3140.55,2351.75,78.96
ORD00003200,2024-08-20,CUST00038,Widget B,Electronics,South,7,105.88,23.64,86.1,803.62,637.1,27.18
ORD00003201,2023-02-23,CUST01638,Gadget Y,Electronics,East,10,173.69,22.78,308.54,2022.66,1514.5,60.18
ORD00003202,2025-08-19,CUST01264,Gadget Y,Industrial,South,13,43.45,10.69,0.0,554.16,403.43,39.75
ORD00003203,2023-01-07,CUST02669,Gadget Y,Home,West,17,21.95,18.32,17.74,372.57,288.51,27.19
ORD00003204,2023-08-29,CUST01089,Gadget X,Office,South,1,331.12,6.62,16.23,340.73,248.16,18.28
ORD00003205,2023-03-07,CUST01200,Widget A,Industrial,North,14,298.4,402.15,188.77,3964.22,3140.64,155.43
ORD00003206,2023-02-18,CUST02178,Gadget X,Office,South,12,351.84,152.62,203.47,4272.93,2850.72,151.45
ORD00003207,2023-08-19,CUST02614,Widget C,Industrial,West,4,195.76,12.14,92.51,863.41,633.08,41.19
ORD00003208,2024-03-15,CUST01607,Gadget X,Office,South,8,403.55,301.16,0.0,2927.24,2035.87,220.77
ORD00003209,2025-06-05,CUST03568,Gadget X,Industrial,South,11,191.46,176.74,96.47,2025.79,1183.46,120.52
ORD00003210,2023-06-28,CUST03921,Gadget X,Electronics,East,16,157.46,63.3,0.0,2456.06,1505.46,180.77
ORD00003211,2023-03-14,CUST02425,Gadget X,Home,East,16,301.1,321.89,224.79,4720.5,3033.45,274.61
ORD00003212,2023-05-20,CUST02184,Gadget Y,Office,West,10,275.13,198.65,306.32,2858.97,1744.15,95.52
ORD00003213,2025-09-18,CUST02083,Gadget Y,Industrial,West,14,362.59,250.84,579.05,5404.47,3090.11,171.44
ORD00003214,2023-02-16,CUST00291,Widget C,Office,South,10,231.81,136.37,109.09,2290.82,1260.94,138.62
ORD00003215,2023-11-11,CUST01646,Widget A,Office,East,13,474.08,519.62,1015.82,6659.24,4314.14,358.71
ORD00003216,2025-08-06,CUST03238,Widget A,Office,East,19,247.45,230.53,536.52,5007.54,2954.79,202.75
ORD00003217,2025-03-14,CUST02773,Widget A,Home,East,2,13.07,1.19,1.25,26.2,20.85,0.95
ORD00003218,2024-05-02,CUST00214,Gadget Y,Electronics,West,17,291.09,366.53,0.0,4582.0,3069.79,336.7
ORD00003219,2025-09-24,CUST00554,Widget C,Office,West,4,382.17,144.27,69.22,1453.63,1105.16,81.83
ORD00003220,2023-11-30,CUST03349,Widget C,Home,South,18,252.34,419.11,206.15,4329.16,2911.11,341.16
ORD00003221,2024-07-25,CUST02939,Widget B,Electronics,West,8,157.08,77.47,58.96,1238.13,822.38,61.94
ORD00003222,2025-09-22,CUST01622,Gadget Y,Office,North,4,277.45,60.55,52.46,1101.71,806.2,56.79
ORD00003223,2025-06-09,CUST03767,Widget B,Electronics,East,1,339.31,21.26,57.25,375.3,290.29,22.45
ORD00003224,2023-11-03,CUST00247,Gadget Y,Electronics,South,17,315.06,30.63,958.57,6283.96,3941.19,410.32
ORD00003225,2023-07-26,CUST03046,Gadget X,Industrial,South,14,206.71,257.55,316.37,2952.76,1880.71,226.4
ORD00003226,2023-01-27,CUST03909,Widget B,Industrial,East,9,194.0,6.41,313.13,2052.72,1538.51,41.96
ORD00003227,2023-06-10,CUST01749,Gadget X,Electronics,East,18,406.21,52.88,362.94,7621.84,4623.73,247.36
ORD00003228,2025-02-04,CUST01982,Gadget Y,Home,West,17,134.48,9.02,273.26,2550.4,2028.54,109.11
ORD00003229,2023-02-17,CUST00850,Widget A,Electronics,South,4,195.42,56.99,130.44,855.13,634.26,48.13
ORD00003230,2023-07-06,CUST03419,Widget A,Industrial,West,10,332.84,93.33,582.31,3817.38,2468.38,80.04
ORD00003231,2025-05-22,CUST02902,Widget A,Industrial,West,13,210.22,111.72,314.54,2935.68,1715.22,211.09
ORD00003232,2025-08-25,CUST01682,Gadget X,Industrial,West,13,201.47,65.03,459.73,3013.81,2209.77,181.64
ORD00003233,2023-10-20,CUST00939,Widget C,Office,East,10,66.79,61.6,0.0,606.3,398.26,35.97
ORD00003234,2025-04-27,CUST01846,Gadget X,Office,South,5,259.38,129.1,58.39,1226.19,868.8,79.65
ORD00003235,2023-05-28,CUST01808,Widget C,Industrial,South,5,494.59,108.78,283.7,2647.87,1534.15,107.43
ORD00003236,2023-04-16,CUST01450,Gadget Y,Home,South,4,428.67,140.04,78.73,1653.37,932.8,104.4
ORD00003237,2023-02-04,CUST03357,Widget C,Home,South,10,393.09,99.35,0.0,3831.55,2337.5,132.36
ORD00003238,2025-08-27,CUST01476,Widget C,Industrial,South,11,245.04,174.85,302.47,2823.06,1823.25,96.06
ORD00003239,2024-07-15,CUST00457,Widget C,Industrial,North,18,412.22,98.46,878.58,8200.08,4976.28,588.63
ORD00003240,2023-09-06,CUST03174,Widget B,Office,South,3,456.81,118.39,150.24,1402.28,879.29,44.86
ORD00003241,2023-05-19,CUST02920,Gadget Y,Electronics,North,10,112.92,48.62,54.03,1134.61,855.37,80.57
ORD00003242,2023-01-14,CUST00124,Widget A,Electronics,West,12,250.8,218.06,0.0,2791.54,1593.91,138.03
ORD00003243,2024-06-10,CUST02782,Widget A,Industrial,East,9,429.07,247.43,650.56,4264.76,2918.11,104.73
ORD00003244,2023-07-23,CUST01959,Widget C,Electronics,North,1,411.79,32.19,18.98,398.58,257.88,11.48
ORD00003245,2025-06-18,CUST02694,Gadget X,Office,South,13,442.3,217.33,663.91,6196.48,3920.58,234.37
ORD00003246,2023-09-15,CUST01062,Widget C,Industrial,East,4,479.25,115.52,90.07,1891.55,1273.04,109.47
ORD00003247,2025-05-02,CUST00713,Gadget X,Office,South,15,147.15,134.94,103.62,2175.93,1708.24,112.9
ORD00003248,2024-02-20,CUST02227,Widget B,Electronics,South,6,294.72,35.22,86.66,1819.76,1340.43,144.56
ORD00003249,2025-01-23,CUST00217,Widget B,Home,East,13,83.85,20.37,128.36,1198.04,851.64,95.05
ORD00003250,2023-10-08,CUST00861,Gadget X,Industrial,West,4,265.07,75.26,49.25,1034.27,816.4,39.54
ORD00003251,2023-11-19,CUST00178,Widget B,Electronics,East,12,41.26,11.54,0.0,483.58,309.91,20.69
ORD00003252,2024-11-28,CUST01395,Widget C,Home,East,3,212.69,39.98,29.9,627.99,462.11,13.15
ORD00003253,2024-01-07,CUST03625,Gadget X,Industrial,East,6,262.74,151.45,171.0,1595.99,947.43,84.09
ORD00003254,2024-02-28,CUST02133,Widget A,Home,North,15,349.63,142.07,612.29,5714.67,3232.94,166.34
ORD00003255,2025-10-11,CUST02954,Widget B,Industrial,North,6,111.32,58.61,30.47,639.78,438.11,28.22
ORD00003256,2024-05-08,CUST02967,Widget A,Office,East,8,439.4,184.59,166.53,3497.14,2586.36,130.05
ORD00003257,2025-02-03,CUST00506,Widget B,Industrial,South,9,18.63,9.86,0.0,157.81,112.79,8.83
ORD00003258,2025-01-15,CUST03783,Gadget Y,Office,South,5,309.26,41.46,75.24,1580.08,1015.36,54.45
ORD00003259,2024-08-31,CUST00617,Widget A,Electronics,West,11,456.72,465.06,227.94,4786.8,3726.7,221.04
ORD00003260,2024-08-28,CUST00973,Gadget X,Office,East,6,433.46,184.97,0.0,2415.79,1541.7,118.64
ORD00003261,2025-09-19,CUST02622,Widget A,Electronics,East,11,264.5,206.44,486.55,3189.61,2068.75,151.82
ORD00003262,2023-09-12,CUST01932,Widget C,Home,North,16,75.84,103.89,0.0,1109.55,651.62,52.35
ORD00003263,2025-10-21,CUST00860,Widget A,Office,West,15,53.33,8.86,94.93,886.02,690.11,36.53
ORD00003264,2025-08-20,CUST01395,Widget C,Home,East,5,357.35,17.96,88.44,1857.23,1061.56,73.9
ORD00003265,2023-11-06,CUST01634,Gadget Y,Home,South,14,66.75,7.72,111.21,1037.99,753.09,39.64
ORD00003266,2023-03-03,CUST02424,Widget A,Home,East,15,34.55,45.7,56.71,529.26,327.63,29.69
ORD00003267,2023-08-21,CUST03162,Widget B,Industrial,West,11,226.83,225.08,272.41,2542.46,1626.86,119.55
ORD00003268,2024-09-03,CUST01466,Widget B,Office,North,14,96.56,57.93,64.7,1358.61,828.62,73.52
ORD00003269,2025-07-27,CUST01570,Gadget X,Home,North,8,404.49,215.55,151.02,3171.39,2035.56,220.85
ORD00003270,2024-03-11,CUST00388,Gadget Y,Home,East,2,273.26,46.39,0.0,500.13,319.99,20.77
ORD00003271,2024-03-14,CUST03820,Widget B,Home,West,11,428.29,169.58,227.08,4768.69,3579.54,112.9
ORD00003272,2025-05-17,CUST02457,Widget A,Office,West,18,197.78,93.74,173.32,3639.62,2870.68,232.49
ORD00003273,2025-08-06,CUST01040,Gadget Y,Office,West,10,461.35,446.37,750.08,4917.21,2822.29,203.66
ORD00003274,2025-12-25,CUST00143,Widget A,Industrial,North,11,488.74,103.44,0.0,5272.7,3134.82,239.11
ORD00003275,2023-03-19,CUST03798,Gadget Y,Industrial,East,13,278.39,181.47,412.51,3850.11,2915.5,87.16
ORD00003276,2024-10-08,CUST00173,Widget C,Electronics,South,16,97.6,91.95,264.54,1734.19,1283.03,38.33
ORD00003277,2024-02-20,CUST00729,Gadget X,Industrial,North,10,31.47,11.83,54.52,357.39,251.85,11.76
ORD00003278,2024-04-04,CUST03536,Gadget Y,Industrial,South,7,459.54,158.25,367.02,3425.55,2135.78,134.91
ORD00003279,2023-05-08,CUST01352,Gadget X,Home,West,12,257.01,248.92,141.76,2976.96,1802.93,186.38
ORD00003280,2024-07-05,CUST03481,Widget B,Home,East,14,104.9,105.69,163.55,1526.46,1199.42,38.7
ORD00003281,2024-05-07,CUST02202,Widget B,Office,North,13,190.49,196.95,410.3,2689.72,1646.47,113.87
ORD00003282,2024-06-16,CUST02251,Gadget X,Home,East,12,465.78,157.97,651.77,6083.16,3766.61,344.47
ORD00003283,2025-06-13,CUST03728,Widget C,Electronics,West,19,480.63,242.28,444.48,9334.17,5907.04,663.41
ORD00003284,2025-03-15,CUST00072,Gadget Y,Office,East,6,107.07,16.08,0.0,626.34,451.74,25.91
ORD00003285,2023-06-27,CUST01391,Gadget X,Industrial,South,7,255.13,95.59,202.84,1893.16,1304.69,62.64
ORD00003286,2023-01-06,CUST01373,Gadget Y,Home,South,17,404.04,110.88,0.0,6757.8,4964.57,539.82
ORD00003287,2023-11-09,CUST02931,Widget B,Office,South,4,362.55,139.99,65.51,1375.72,967.61,88.54
ORD00003288,2025-06-23,CUST01385,Widget C,Electronics,West,16,329.51,432.65,580.74,5420.25,3994.76,226.05
ORD00003289,2025-11-16,CUST03521,Gadget Y,Industrial,South,5,415.14,204.18,93.58,1965.1,1509.18,104.38
ORD00003290,2024-06-17,CUST02883,Widget B,Office,South,13,408.31,130.01,258.9,5436.92,3732.39,375.19
ORD00003291,2023-01-18,CUST03631,Gadget Y,Home,North,17,304.41,334.92,580.81,5420.86,3321.11,218.09
ORD00003292,2024-07-14,CUST03247,Widget C,Office,West,17,248.09,382.6,0.0,3834.93,2495.57,139.99
ORD00003293,2025-03-08,CUST02988,Widget C,Electronics,South,12,410.2,217.27,846.92,5552.05,3273.19,118.81
ORD00003294,2025-07-02,CUST01417,Gadget Y,Office,West,5,383.05,92.81,328.04,2150.48,1679.13,79.37
ORD00003295,2023-04-10,CUST02910,Widget B,Home,North,7,102.04,2.9,128.05,839.43,553.58,59.56
ORD00003296,2023-02-02,CUST01687,Gadget X,Electronics,North,14,254.85,341.53,0.0,3226.37,2448.5,238.21
ORD00003297,2025-11-08,CUST01373,Widget B,Home,South,13,298.01,287.39,0.0,3586.74,2816.47,135.63
ORD00003298,2025-10-08,CUST00899,Gadget Y,Industrial,North,6,482.97,280.09,0.0,2617.73,1674.98,205.74
ORD00003299,2025-05-18,CUST03583,Widget C,Electronics,East,11,241.58,59.2,467.67,3065.85,1784.22,244.15
ORD00003300,2023-03-07,CUST02911,Widget C,Industrial,West,18,140.37,195.18,419.67,2751.15,2050.26,106.39
ORD00003301,2023-11-09,CUST00197,Widget B,Electronics,West,2,99.81,4.16,0.0,195.46,136.46,4.18
ORD00003302,2024-03-19,CUST01397,Widget A,Office,South,11,466.24,77.91,0.0,5050.73,3719.44,323.5
ORD00003303,2025-06-14,CUST02321,Gadget Y,Home,North,11,277.02,279.3,138.4,2906.32,1876.24,70.45
ORD00003304,2025-10-01,CUST02822,Widget C,Electronics,East,17,129.45,28.2,108.62,2281.07,1258.32,52.6
ORD00003305,2024-09-03,CUST01228,Gadget X,Electronics,North,5,213.68,71.79,0.0,996.61,746.24,57.77
ORD00003306,2025-09-18,CUST02827,Gadget Y,Office,North,4,19.67,3.27,0.0,75.41,59.16,5.55
ORD00003307,2024-07-05,CUST01090,Widget B,Electronics,South,9,6.79,5.68,6.65,62.08,47.7,1.4
ORD00003308,2023-12-13,CUST00625,Widget A,Industrial,West,7,174.67,63.11,139.15,1298.73,961.46,82.29
ORD00003309,2025-01-30,CUST00349,Gadget X,Office,West,17,355.26,386.9,282.63,5935.15,3735.5,384.33
ORD00003310,2023-03-15,CUST03542,Gadget X,Industrial,South,15,367.79,420.31,254.83,5351.37,3312.78,180.66
ORD00003311,2024-06-14,CUST02630,Gadget X,Office,North,8,7.42,2.09,2.86,60.13,37.94,1.86
ORD00003312,2024-10-25,CUST03298,Widget B,Industrial,East,7,343.24,225.82,261.22,2438.08,1720.64,191.99
ORD00003313,2024-06-20,CUST02145,Gadget Y,Electronics,West,1,380.57,2.82,18.89,396.64,291.35,12.36
ORD00003314,2025-03-13,CUST02332,Widget C,Home,North,2,119.65,3.09,0.0,236.21,155.88,9.11
ORD00003315,2024-03-26,CUST01164,Widget A,Home,South,11,80.77,59.25,149.26,978.48,651.96,32.94
ORD00003316,2025-09-18,CUST00346,Widget C,Home,North,13,354.53,200.45,0.0,4408.44,3073.88,162.3
ORD00003317,2025-01-20,CUST02860,Gadget X,Electronics,South,16,285.96,156.52,795.39,5214.23,3163.89,252.89
ORD00003318,2023-02-08,CUST00669,Widget C,Electronics,West,3,201.4,45.7,67.02,625.52,495.63,23.21
ORD00003319,2023-07-17,CUST03498,Widget C,Industrial,East,4,291.44,89.44,53.82,1130.14,699.95,37.29
ORD00003320,2023-11-19,CUST00369,Gadget Y,Office,East,11,406.1,388.52,203.93,4282.51,3404.12,310.61
ORD00003321,2023-07-30,CUST03907,Widget C,Industrial,North,2,51.09,1.77,12.05,112.46,64.8,4.92
ORD00003322,2025-05-26,CUST01854,Widget B,Industrial,West,16,258.65,335.67,190.14,3992.87,2766.57,177.2
ORD00003323,2023-01-18,CUST01131,Widget B,Home,West,9,141.92,86.14,0.0,1191.14,909.17,46.42
ORD00003324,2025-05-26,CUST01062,Gadget X,Electronics,North,12,145.89,149.31,288.25,1889.62,1090.32,40.81
ORD00003325,2024-02-23,CUST02711,Gadget X,Office,East,15,387.76,346.28,656.41,6126.53,4291.42,273.76
ORD00003326,2024-09-25,CUST03323,Widget A,Electronics,South,10,326.52,288.07,357.26,3334.39,1934.53,187.2
ORD00003327,2023-08-01,CUST01902,Gadget X,Electronics,West,2,444.38,68.92,40.99,860.83,518.12,26.01
ORD00003328,2023-03-10,CUST01744,Widget B,Industrial,West,5,186.27,86.74,42.23,886.84,516.75,70.32
ORD00003329,2025-12-10,CUST03515,Widget A,Office,West,7,255.05,115.7,83.48,1753.13,1125.18,138.35
ORD00003330,2024-10-04,CUST01808,Widget A,Industrial,East,4,76.38,12.6,0.0,292.92,180.1,19.45
ORD00003331,2024-08-01,CUST01323,Gadget Y,Electronics,South,10,427.12,169.58,738.29,4839.91,3780.96,279.19
ORD00003332,2025-06-23,CUST03687,Widget B,Electronics,East,1,311.21,12.65,14.93,313.49,249.12,9.51
ORD00003333,2023-12-02,CUST03210,Widget C,Home,East,3,455.71,92.78,63.72,1338.07,828.9,69.28
ORD00003334,2023-01-23,CUST02311,Widget C,Home,North,16,317.91,170.46,245.81,5161.91,3848.55,254.28
ORD00003335,2024-04-26,CUST00045,Widget C,Office,East,3,71.37,0.23,38.5,252.38,187.93,8.07
ORD00003336,2023-08-21,CUST01549,Widget B,Electronics,East,1,283.85,2.8,14.05,295.1,186.95,19.47
ORD00003337,2023-02-12,CUST03910,Widget A,Office,West,9,475.0,340.19,708.27,4643.08,2816.93,155.35
ORD00003338,2025-07-19,CUST03933,Widget A,Electronics,East,17,88.05,138.19,244.56,1603.22,1190.79,42.68
ORD00003339,2025-05-12,CUST02693,Widget C,Electronics,West,5,167.45,6.0,41.56,872.81,547.81,64.36
ORD00003340,2023-09-14,CUST01850,Gadget Y,Office,North,8,324.64,84.52,301.51,2814.11,1551.99,201.6
ORD00003341,2025-10-06,CUST03438,Gadget Y,Home,East,15,286.94,226.75,489.28,4566.63,2889.81,277.92
ORD00003342,2023-03-05,CUST02319,Gadget X,Home,South,18,95.62,132.1,79.45,1668.51,1198.53,47.81
ORD00003343,2023-03-23,CUST00240,Widget B,Industrial,North,6,84.67,35.44,85.06,557.64,347.28,12.12
ORD00003344,2025-02-27,CUST01528,Gadget Y,Office,North,3,77.75,23.07,25.22,235.4,147.44,6.66
ORD00003345,2023-09-11,CUST01296,Widget B,Home,East,5,270.16,78.99,152.62,1424.43,844.41,86.89
ORD00003346,2025-04-29,CUST02677,Gadget Y,Industrial,West,16,456.52,307.27,839.65,7836.7,4765.08,213.73
ORD00003347,2024-10-29,CUST00879,Widget A,Office,East,7,253.34,161.25,80.61,1692.74,1236.2,81.49
ORD00003348,2024-03-13,CUST03103,Widget C,Electronics,West,17,207.85,105.08,411.4,3839.77,2797.7,142.42
ORD00003349,2024-05-20,CUST00974,Widget B,Office,East,10,108.63,22.88,191.42,1254.84,962.11,29.41
ORD00003350,2025-03-01,CUST02514,Widget C,Electronics,North,8,443.55,96.2,414.26,3866.46,2596.79,247.55
ORD00003351,2025-11-04,CUST01204,Gadget X,Office,East,14,493.39,214.2,334.66,7027.92,4709.48,526.52
ORD00003352,2024-09-18,CUST00994,Gadget Y,Office,West,19,356.57,324.79,774.0,7224.04,4830.96,299.53
ORD00003353,2025-01-16,CUST02820,Widget A,Industrial,West,15,260.22,112.92,454.85,4245.23,2659.68,250.02
ORD00003354,2023-09-28,CUST03769,Widget C,Home,East,5,457.08,194.71,104.53,2195.22,1735.74,51.98
ORD00003355,2023-09-18,CUST03199,Widget A,Home,East,7,264.92,183.82,83.53,1754.15,1000.22,53.17
ORD00003356,2024-03-31,CUST02047,Widget C,Industrial,West,3,175.97,50.94,23.85,500.82,366.81,10.54
ORD00003357,2024-03-12,CUST03658,Gadget Y,Industrial,West,12,97.55,79.87,196.33,1287.06,861.63,94.15
ORD00003358,2024-10-30,CUST03304,Widget B,Office,East,19,73.14,97.36,155.08,1447.38,1130.57,37.37
ORD00003359,2025-10-09,CUST03671,Widget B,Home,West,6,227.26,7.04,0.0,1356.52,761.51,84.43
ORD00003360,2025-07-20,CUST00036,Widget B,Home,North,5,197.75,48.14,0.0,940.61,678.65,23.15
ORD00003361,2025-08-17,CUST03253,Gadget Y,Electronics,East,18,107.51,116.5,0.0,1818.68,1199.54,122.45
ORD00003362,2023-09-20,CUST02071,Gadget Y,Electronics,West,1,256.68,23.46,41.98,275.2,152.01,21.87
ORD00003363,2023-10-17,CUST02793,Gadget Y,Office,West,5,365.72,15.82,0.0,1812.78,1188.74,113.45
ORD00003364,2023-05-23,CUST03742,Widget B,Electronics,West,8,309.84,126.83,117.59,2469.48,1640.5,64.74
ORD00003365,2025-05-04,CUST02079,Widget B,Home,North,18,387.73,301.6,801.3,7478.84,5481.94,351.77
ORD00003366,2025-08-09,CUST02753,Widget A,Electronics,East,19,405.55,116.29,1366.05,8955.21,6393.09,363.58
ORD00003367,2024-01-10,CUST03930,Widget A,Electronics,East,17,72.27,117.88,55.54,1166.25,850.29,58.41
ORD00003368,2025-11-09,CUST00457,Gadget X,Electronics,South,16,496.01,729.54,360.33,7566.95,5560.38,183.7
ORD00003369,2025-08-26,CUST02969,Widget C,Office,North,1,85.98,1.25,0.0,84.73,58.38,6.37
ORD00003370,2023-02-27,CUST02840,Gadget Y,Industrial,West,2,370.63,18.26,0.0,723.0,523.19,24.98
ORD00003371,2024-11-11,CUST00762,Gadget X,Electronics,West,17,286.73,278.61,0.0,4595.8,3136.11,285.45
ORD00003372,2025-11-20,CUST00061,Gadget Y,Home,North,7,261.59,46.81,214.12,1998.44,1362.92,97.1
ORD00003373,2023-01-10,CUST02530,Widget A,Home,South,4,451.4,122.57,0.0,1683.03,1302.88,121.12
ORD00003374,2025-03-24,CUST01475,Gadget X,Industrial,West,11,395.83,348.42,480.69,4486.4,2496.65,283.09
ORD00003375,2023-07-21,CUST01254,Widget A,Home,South,18,33.2,25.02,103.06,675.64,527.12,53.73
ORD00003376,2025-10-08,CUST00947,Widget B,Industrial,West,16,315.58,483.69,547.87,5113.46,3961.24,361.99
ORD00003377,2025-12-14,CUST02178,Widget C,Home,North,8,249.88,30.09,354.41,2323.36,1697.17,83.68
ORD00003378,2023-01-28,CUST01008,Widget C,Industrial,South,4,209.68,17.1,41.08,862.7,654.99,17.45
ORD00003379,2025-03-11,CUST00298,Widget B,Office,West,15,21.71,23.54,15.11,317.22,177.59,14.71
ORD00003380,2025-10-29,CUST00166,Widget A,Office,North,2,439.66,47.21,0.0,832.11,573.17,33.32
ORD00003381,2024-04-16,CUST01039,Widget A,Home,East,3,166.92,31.21,56.35,525.9,340.34,12.59
ORD00003382,2023-07-18,CUST02468,Widget B,Electronics,North,14,499.58,377.05,794.05,7411.12,5206.5,422.97
ORD00003383,2025-02-27,CUST02112,Gadget X,Home,North,4,408.44,141.94,74.59,1566.41,984.76,124.38
ORD00003384,2023-03-28,CUST02967,Gadget Y,Electronics,West,1,402.41,15.35,46.45,433.51,315.49,18.12
ORD00003385,2025-12-03,CUST02396,Widget B,Industrial,South,19,298.25,34.35,281.62,5914.02,4033.85,172.87
ORD00003386,2025-08-01,CUST01168,Gadget Y,Electronics,West,10,415.66,284.59,696.96,4568.97,2609.88,222.26
ORD00003387,2025-12-06,CUST03671,Gadget Y,Electronics,West,15,129.26,99.1,0.0,1839.8,1354.78,104.4
ORD00003388,2025-05-22,CUST02347,Widget B,Electronics,South,14,298.33,255.87,196.04,4116.79,2609.18,314.74
ORD00003389,2025-01-31,CUST02475,Widget A,Electronics,East,16,293.79,110.51,229.51,4819.64,3566.26,123.53
ORD00003390,2024-05-05,CUST01990,Widget B,Electronics,West,13,218.29,224.03,130.69,2744.43,1967.19,68.12
ORD00003391,2023-03-28,CUST01693,Widget A,Industrial,South,14,285.6,25.24,198.66,4171.82,3274.94,288.38
